Web Series,Positive,Negative,Neutral,Analysis,Status,EncodedStatus,numVotes,averageRating,rotten_Tomatoes
Good on Paper,67,23,10,Go and Watch,Positive,1,1894,7.2,8
Murder by the Coast,7,23,0,Go and Watch,Positive,1,39818,7.2,8.5
The House of Flowers: The Movie,0,0,10,You Decide,Neutral,2,1076,8.8,7.4
The Parisian Agency: Exclusive Properties,23,0,0,Go and Watch,Positive,1,1093,8,6.9
Too Hot to Handle,37,17,47,You Decide,Neutral,2,7295,7.7,7.2
Broken,20,63,17,Do not Watch,Negative,0,2254,8.3,5.7
O Vendedor de Sonhos,0,13,23,You Decide,Neutral,2,2309,7.8,6.1
Osuofia in London,40,17,37,Go and Watch,Positive,1,20740,7.5,6.6
Osuofia in London II,0,0,0,Go and Watch,Positive,1,1194,7.4,6.5
This Is Pop,53,27,20,Go and Watch,Positive,1,31860,7.4,8.4
#Selfie,20,7,73,You Decide,Neutral,2,5088,8.2,8.6
#Selfie 69,0,0,0,Go and Watch,Positive,1,2443,6.6,6.8
Love Is a Story,67,20,13,Go and Watch,Positive,1,1808,7.5,8.7
The Mole,30,33,37,You Decide,Neutral,2,12673,6.5,6.9
"Nevertheless,",67,13,20,Go and Watch,Positive,1,2772,5.2,6.9
Bangkok Love Stories: Innocence,0,3,0,Do not Watch,Negative,0,1806,8,6.3
Black Lightning,33,0,67,You Decide,Neutral,2,1587,7.8,6.6
Call My Agent!,43,27,30,Go and Watch,Positive,1,13254,8.2,5.8
Champions,83,7,10,Go and Watch,Positive,1,86999,9,6.9
Charité at War,3,10,0,Go and Watch,Positive,1,1660,6.9,7.5
Cleo & Cuquin,13,17,47,You Decide,Neutral,2,1251,7.3,6.6
Deadwind,17,13,70,You Decide,Neutral,2,5394,7.7,7
Gameboys Level-Up Edition,0,0,3,You Decide,Neutral,2,4002,7.3,6.6
Glee,80,3,17,Go and Watch,Positive,1,11746,8.2,7.8
Hap and Leonard,40,20,40,Go and Watch,Positive,1,1450,7.1,8.6
Locked Up,30,43,27,Do not Watch,Negative,0,2085,6.9,7.8
Mobile Suit Gundam II: Soldiers of Sorrow,0,0,3,You Decide,Neutral,2,10057,6.7,6.9
Mobile Suit Gundam III: Encounters in Space,3,0,10,Go and Watch,Positive,1,2800,7.1,7.2
Mobile Suit Gundam: Char's Counterattack,13,3,43,You Decide,Neutral,2,2386,7.6,7.3
No Time for Shame,23,70,7,Do not Watch,Negative,0,1328,7.2,5.8
Pose,27,13,60,You Decide,Neutral,2,7751,6.8,6.2
REA(L)OVE,3,3,10,Go and Watch,Positive,1,1193,7.8,6.6
Riverdale,47,13,40,Go and Watch,Positive,1,1168,2.8,5.8
Schitt's Creek,27,17,57,You Decide,Neutral,2,2668,6.4,7.7
The Assassination of Gianni Versace,20,73,7,Do not Watch,Negative,0,13939,7.2,6.2
The Judgement,40,40,20,Go and Watch,Positive,1,2115,6.6,8.6
The Last Dance,37,23,40,You Decide,Neutral,2,7480,8.4,6.6
They've Gotta Have Us,33,23,27,Go and Watch,Positive,1,4141,6.8,6.4
Why Are You Like This,50,40,10,Go and Watch,Positive,1,20990,6.6,6.2
A Family,60,30,10,Go and Watch,Positive,1,7643,7.4,7.5
Elite,27,17,57,You Decide,Neutral,2,11030,5.8,7.1
Fatherhood,33,23,43,You Decide,Neutral,2,3804,7.7,7.4
Hospital Playlist,27,17,57,You Decide,Neutral,2,1243,8.5,6.7
Jagame Thandhiram,10,7,53,Do not Watch,Negative,0,3247,8.1,7.8
Kambili: The Whole 30 Yards,3,0,7,You Decide,Neutral,2,3755,5,8.1
Mobile Suit Gundam I,57,23,20,Go and Watch,Positive,1,1087,6.4,6.8
Rurouni Kenshin: The Final,13,7,27,Do not Watch,Negative,0,4503,6,7.7
So Not Worth It,43,40,17,Go and Watch,Positive,1,2216,8.1,6.4
The Rational Life,47,43,10,Go and Watch,Positive,1,2310,6.3,7.7
Ali & Ratu Ratu Queens,7,3,83,You Decide,Neutral,2,9217,6.8,6.9
Aziza,3,3,93,You Decide,Neutral,2,10024,5.2,6.7
Besieged Bread,7,3,13,Go and Watch,Positive,1,37601,8.4,8
Black Summer,30,7,63,Do not Watch,Negative,0,7064,7.3,6.6
Elite Short Stories: Carla Samuel,3,0,20,Go and Watch,Positive,1,1082,6.5,6
Fan Girl,67,20,13,Go and Watch,Positive,1,1237,6.5,7
Katla,0,0,100,You Decide,Neutral,2,3117,7.6,5.4
Record of Ragnarok,40,7,53,Do not Watch,Negative,0,1505,6.9,7.7
Red Snow,40,17,43,You Decide,Neutral,2,1917,7.7,6.3
Silver Linings Playbook,40,17,43,You Decide,Neutral,2,2410,7.4,8
The Gift,93,3,3,Go and Watch,Positive,1,3818,7.3,7.8
A Man For The Week End,50,23,27,Go and Watch,Positive,1,18074,8.1,7.7
Biking Borders,10,0,7,You Decide,Neutral,2,7854,8.3,7.4
Elite Short Stories: Omar Ander Alexis,0,0,10,You Decide,Neutral,2,8825,8.3,7.4
Let's Eat,40,23,37,Go and Watch,Positive,1,9955,7.3,6.7
Lowriders,50,20,30,Go and Watch,Positive,1,1388,7.6,6
Millennials,47,33,20,Go and Watch,Positive,1,21425,7.9,7.2
Penguin Town,40,10,50,You Decide,Neutral,2,3821,8.2,6
Security,57,23,20,Go and Watch,Positive,1,27886,8.3,8.4
Silver Skates,23,0,37,You Decide,Neutral,2,27635,7.5,6.1
Avengers Climate Conundrum,3,0,0,Go and Watch,Positive,1,38802,8.1,8.1
Beyond Evil,10,77,13,Do not Watch,Negative,0,5567,8.4,7.5
Elite Short Stories: Nadia Guzmán,0,0,23,You Decide,Neutral,2,6433,6.8,7
FTA,17,3,80,You Decide,Neutral,2,1042,6.3,7.3
Headspace: Unwind Your Mind,0,0,0,Go and Watch,Positive,1,1549,6.8,7.8
Life of Crime,23,53,23,Do not Watch,Negative,0,73511,8,6.8
Power Rangers Dino Fury,13,57,30,Do not Watch,Negative,0,2390,7.5,7.2
Rhyme Time Town,3,3,0,Go and Watch,Positive,1,3346,6.3,6.6
Rogue Warfare: Death of a Nation,0,0,0,Go and Watch,Positive,1,11519,8.5,5.3
Sir! No Sir!,27,63,10,Do not Watch,Negative,0,1039,6.4,7.4
The American Bible Challenge,0,0,0,Go and Watch,Positive,1,17048,8.1,7.6
The Reason I Jump,40,27,33,Go and Watch,Positive,1,12761,6.9,7.2
Elite Short Stories: Guzmán Caye Rebe,0,0,13,You Decide,Neutral,2,4413,7.4,7.7
Metallica: Some Kind of Monster,13,3,30,You Decide,Neutral,2,21273,6.7,7.4
Picture a Scientist,53,17,30,Go and Watch,Positive,1,20132,6.5,7
The Devil Below,30,53,17,Do not Watch,Negative,0,11760,7.5,5.9
Bling Empire - The Afterparty,0,0,0,Go and Watch,Positive,1,37450,6.9,6.2
Cobra Kai - The Afterparty,0,0,0,Go and Watch,Positive,1,1043,8.5,6.3
Love (ft. Marriage and Divorce),90,0,10,Go and Watch,Positive,1,1077,7.5,6.7
To All the Boys: Always and Forever - The Afterparty,0,0,0,Go and Watch,Positive,1,3085,8.2,6.5
LEGO Friends: The Power of Friendship,0,0,0,Go and Watch,Positive,1,2354,7.2,6.4
Lupin,3,10,87,You Decide,Neutral,2,2300,7.2,6.3
Sarbath,17,3,80,You Decide,Neutral,2,19171,7.9,6.8
Skater Girl,43,7,50,Do not Watch,Negative,0,4295,6.3,6.2
Trese,3,17,80,You Decide,Neutral,2,1843,3.8,5.6
Trese After Dark,0,0,0,Go and Watch,Positive,1,6256,6.7,6.4
Wish Dragon,70,20,10,Go and Watch,Positive,1,2210,7.7,5
A Haunted House 2,13,73,13,Do not Watch,Negative,0,4538,6.8,6.7
Blind Intersections,23,37,3,Do not Watch,Negative,0,52886,8,6.2
Camellia Sisters,7,3,3,Go and Watch,Positive,1,3523,8.3,5.8
Copenhagen,37,13,50,You Decide,Neutral,2,1272,7.1,6.8
Locombianos,0,13,20,You Decide,Neutral,2,10689,5.4,7.1
Until Midnight,40,30,30,Go and Watch,Positive,1,15197,5.5,7.3
Awake,33,10,57,You Decide,Neutral,2,2277,7.6,6
Confusion Na Wa,13,17,10,Do not Watch,Negative,0,2051,7.1,7
"Fresh, Fried & Crispy",63,7,10,Do not Watch,Negative,0,198512,8.6,8.3
L.A.’s Finest,3,37,60,You Decide,Neutral,2,2387,8.5,6.8
Tragic Jungle,3,20,7,You Decide,Neutral,2,1012,8.4,6.9
Guru Aur Bhole,0,0,7,You Decide,Neutral,2,1673,7.2,5.7
Vampire Academy,57,10,33,Go and Watch,Positive,1,1252,8.1,6.7
"Newly Rich, Newly Poor",13,13,3,You Decide,Neutral,2,1146,7.5,7.6
A Private War,23,63,13,Do not Watch,Negative,0,10407,7.2,5.8
Kitty Love: An Homage to Cats,0,0,3,You Decide,Neutral,2,3758,9.2,6
Small Chops,37,23,40,You Decide,Neutral,2,1141,7.2,5.9
Breaking Boundaries: The Science Of Our Planet,17,0,10,Go and Watch,Positive,1,2235,8.1,7.4
Feel Good,70,23,7,Go and Watch,Positive,1,1181,8.1,4.5
Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,0,0,0,Go and Watch,Positive,1,3737,6.8,7.4
Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,0,0,0,Go and Watch,Positive,1,1077,7.7,2.6
Human: The World Within,57,27,17,Go and Watch,Positive,1,7549,7.9,7.5
Sweet & Sour,80,10,10,Go and Watch,Positive,1,4793,8.6,8.6
Sweet Tooth,83,17,0,Go and Watch,Positive,1,5578,7.7,6.8
Trippin' with the Kandasamys,0,0,7,You Decide,Neutral,2,6170,8,9.1
Xtreme,10,0,90,You Decide,Neutral,2,50462,7.7,6.1
Alan Saldaña: Locked Up,0,0,0,Go and Watch,Positive,1,4759,6.9,7.8
Creator's File: GOLD,0,0,0,Go and Watch,Positive,1,5120,6,5
Dancing Queens,47,20,33,Go and Watch,Positive,1,4208,8.2,6.2
From Stress to Happiness,57,33,10,Go and Watch,Positive,1,822174,8.9,7.6
Myriam Fares: The Journey,0,0,0,Go and Watch,Positive,1,14399,8.1,7.4
Pretty Guardian Sailor Moon Eternal The Movie,20,0,0,Go and Watch,Positive,1,2275,7.8,7.7
Summertime,43,17,40,Go and Watch,Positive,1,2687,7.5,7.6
The Girl and the Gun,47,40,13,Go and Watch,Positive,1,1098,6.6,7.4
2 Hearts,40,20,40,Go and Watch,Positive,1,2733,7.8,2.3
A Perfect Ending,73,13,13,Go and Watch,Positive,1,2280,6.3,5.9
American Outlaws,13,17,70,You Decide,Neutral,2,1321,7.6,7.2
And Then Came Lola,13,7,10,Do not Watch,Negative,0,6043,8.2,6
Attack on Titan,20,70,10,Do not Watch,Negative,0,5104,7.2,6.9
Battlefield Earth,40,47,13,Do not Watch,Negative,0,8252,7.8,6.6
Ben & Holly's Little Kingdom,37,3,23,Go and Watch,Positive,1,7178,8.7,6.6
Black Holes | The Edge of All We Know,3,3,20,Go and Watch,Positive,1,2248,7.4,6.8
Bliss,67,13,20,Go and Watch,Positive,1,18973,8.3,5.7
Carnaval,0,27,73,You Decide,Neutral,2,1977,7.9,6.1
Cloudburst,33,13,53,You Decide,Neutral,2,1698,7.4,6.1
Cocomelon,37,30,33,Go and Watch,Positive,1,9362,6.8,6.2
Company of Heroes,83,7,10,Go and Watch,Positive,1,1143,6.9,5.3
Cradle 2 the Grave,23,37,30,Do not Watch,Negative,0,1143,6.7,8.1
Domestic Disturbance,0,97,3,Do not Watch,Negative,0,5049,7.8,7.6
Downton Abbey,13,10,77,You Decide,Neutral,2,16936,8.3,7.1
Dream/Killer,40,57,3,Do not Watch,Negative,0,1991,5.8,6.9
Felon,27,23,50,You Decide,Neutral,2,2836,6.5,6.3
Flipped,40,20,40,Go and Watch,Positive,1,4594,7.5,7.4
Fools Rush In,23,70,7,Do not Watch,Negative,0,11187,6.2,7
Gold Statue,43,17,40,Go and Watch,Positive,1,6106,7.9,7.8
Happy Endings,67,20,13,Go and Watch,Positive,1,32805,7.2,6.9
Hostel: Part III,0,13,13,Do not Watch,Negative,0,1520,6.7,5.6
I Am Sam,30,40,30,Do not Watch,Negative,0,1606,5.8,7
Love Jones,87,7,7,Go and Watch,Positive,1,1857,5.5,8.2
Million Dollar Baby,23,20,57,You Decide,Neutral,2,1200,8.5,7.8
Mosquita y Mari,0,0,0,Go and Watch,Positive,1,3945,8.4,7.2
Never Back Down 2: The Beatdown,0,0,7,You Decide,Neutral,2,6383,7.8,8.7
Ninja Assassin,33,27,40,You Decide,Neutral,2,6267,6,7.3
Ouran High School Host Club,20,17,63,You Decide,Neutral,2,11855,8,6.8
Population 436,3,7,10,Do not Watch,Negative,0,1569,5.9,8
Racket Boys,30,10,60,You Decide,Neutral,2,3273,6.8,7.1
Seven Souls in the Skull Castle: Season Moon Jogen,0,0,0,Go and Watch,Positive,1,1342,7.1,6.6
Seven Souls in the Skull Castle: Season Moon Kagen,0,0,0,Go and Watch,Positive,1,3465,7.9,7.3
Sniper: Legacy,10,17,30,You Decide,Neutral,2,5585,7.8,6.4
Starsky & Hutch,30,13,57,You Decide,Neutral,2,6815,7.5,6.3
Streets of Fire,20,57,23,Do not Watch,Negative,0,4163,8.1,7.4
Super Monsters: Once Upon a Rhyme,0,0,0,Go and Watch,Positive,1,1141,7.1,6.2
Swordfish,10,23,67,You Decide,Neutral,2,1266,3.8,6.3
The Adventures of Sonic the Hedgehog,87,3,10,Go and Watch,Positive,1,7552,9.1,8.1
The Four Seasons,37,7,57,Do not Watch,Negative,0,1321,7.3,7.8
The Girl King,33,27,40,You Decide,Neutral,2,2154,7.1,7
The Interpreter,33,27,40,You Decide,Neutral,2,3327,6.2,7.1
The Meddler,33,37,30,Do not Watch,Negative,0,3657,6.8,7.1
The Mirror Has Two Faces,20,13,37,You Decide,Neutral,2,5122,7.5,7
The Outlaw Josey Wales,30,20,50,You Decide,Neutral,2,16095,6.8,6
The Platform,30,33,37,You Decide,Neutral,2,1925,7.4,7.1
The Wedding Guest,37,30,33,Go and Watch,Positive,1,36491,8.6,7
The Wind,60,7,33,Do not Watch,Negative,0,3362,8.1,8.1
Then Came You,33,37,30,Do not Watch,Negative,0,7235,7.5,5.4
Welcome Home,97,0,3,Go and Watch,Positive,1,1897,7.9,7.7
Dirty John,30,50,20,Do not Watch,Negative,0,11904,7.7,8.1
Bo Burnham: Inside,47,17,37,Go and Watch,Positive,1,1598,7.8,6.6
One Lagos Night,33,40,27,Do not Watch,Negative,0,27503,6.5,5.9
Collateral Beauty,87,3,10,Go and Watch,Positive,1,3886,4.7,7.3
Dog Gone Trouble,3,10,0,Go and Watch,Positive,1,16390,6.6,7.5
The Kominsky Method,27,13,60,You Decide,Neutral,2,26742,6.1,7.2
The Least Expected Day: Inside the Movistar Team 2019,0,0,0,Go and Watch,Positive,1,1773,7.3,7.6
Word of Honor,80,13,7,Go and Watch,Positive,1,6982,8.3,5.3
Black Space,40,27,33,Go and Watch,Positive,1,9777,7.2,6.6
Blue Miracle,63,3,33,Go and Watch,Positive,1,11797,7,8.4
Eden,67,0,33,Go and Watch,Positive,1,3335,8.4,8.6
Ghost Lab,33,47,20,Do not Watch,Negative,0,8654,8.4,5.1
Ragnarok,30,13,57,You Decide,Neutral,2,1995,8.1,4.7
Soy Rada: Serendipity,0,0,0,Go and Watch,Positive,1,1520,7.1,6.3
The Day I lost My Shadow,10,7,3,Do not Watch,Negative,0,13372,7.9,7.1
Baggio: The Divine Ponytail,20,0,7,You Decide,Neutral,2,3209,8.5,7.3
Motu Patlu: Deep Sea Adventure,0,0,0,Go and Watch,Positive,1,1656,8.4,6.2
Durarara!!,40,3,57,You Decide,Neutral,2,11393,7.7,7.1
Universal Soldier: The Return,10,3,3,Do not Watch,Negative,0,2973,5.7,5.9
Safe Haven,70,7,23,Go and Watch,Positive,1,28118,7.9,6.1
Little Big Women,23,40,37,Do not Watch,Negative,0,75780,8.8,6.8
Nailed It! Mexico,10,3,17,Do not Watch,Negative,0,50153,8.5,8.3
Nocturnal Animals,27,10,63,You Decide,Neutral,2,2039,7.5,6.4
Over Christmas,33,30,37,You Decide,Neutral,2,16505,7.4,6.3
Love & Anarchy,83,3,13,Go and Watch,Positive,1,7489,7.7,8
Someone Has to Die,13,77,10,Do not Watch,Negative,0,1897,8.1,8.2
Golmaal Returns,13,0,13,Go and Watch,Positive,1,26634,8.4,5.1
Transformers: Cyberverse,40,23,37,Go and Watch,Positive,1,59256,7.8,7.2
(Un)Well,53,20,27,Go and Watch,Positive,1,3665,7.1,6.8
The Players,57,17,27,Go and Watch,Positive,1,1160,6.7,7.4
Vivah,17,7,77,You Decide,Neutral,2,6137,7.5,5.9
True: Rainbow Rescue,3,0,3,Go and Watch,Positive,1,8799,7.8,2.6
The Wrong Missy,17,70,13,Do not Watch,Negative,0,9010,7.1,5.1
After Life,43,33,23,Go and Watch,Positive,1,2704,6.9,7.7
Saint Seiya,0,43,57,You Decide,Neutral,2,4394,7.2,6.7
Angu Vaikuntapurathu (Malayalam),0,0,0,Go and Watch,Positive,1,3330,8.2,6.5
Jada,23,30,47,You Decide,Neutral,2,41596,6.7,7.4
Until Dawn,27,33,40,You Decide,Neutral,2,2579,7.6,7.9
Isoken,7,0,93,You Decide,Neutral,2,11627,7.6,6.1
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,0,0,0,Go and Watch,Positive,1,46900,7.7,5.6
Maid-Sama!,33,17,50,You Decide,Neutral,2,24077,5.2,5.7
Rhythm + Flow,33,37,30,Do not Watch,Negative,0,1775,7.1,8.2
Moving Art,53,13,33,Go and Watch,Positive,1,4978,6.3,4.8
My First First Love,73,13,13,Go and Watch,Positive,1,1832,7.4,8.1
Pihu,10,0,90,You Decide,Neutral,2,1276,7,8
The Society,40,37,23,Go and Watch,Positive,1,1346,7.4,6.2
Quicksand,20,33,47,You Decide,Neutral,2,7345,8.1,8.1
That Thing Called Tadhana,20,3,33,You Decide,Neutral,2,2488,5.9,8.2
LEGO Marvel Super Heroes: Guardians of the Galaxy,0,0,0,Go and Watch,Positive,1,2663,5.7,7.3
Sam Kinison: The Scream Continues,0,0,0,Go and Watch,Positive,1,2265,6.4,8.3
Haunted House,30,63,7,You Decide,Neutral,2,44939,8.3,5.2
Hattrick,27,13,60,You Decide,Neutral,2,1806,7.7,6.3
Eric ldle's What About Dick?,0,0,0,Go and Watch,Positive,1,43477,7.9,7.2
Super Monsters Monster Party,0,0,0,Go and Watch,Positive,1,11240,7.5,8.1
Invisible,40,10,50,You Decide,Neutral,2,63778,7.1,7.5
Bad Genius,27,70,3,Do not Watch,Negative,0,1607,7.5,7.2
Todo lo que sería Lucas Lauriente,0,0,0,Go and Watch,Positive,1,1904,7.9,6.8
Love Per Square Foot,17,0,0,Go and Watch,Positive,1,6318,6.9,4.7
DreamWorks Home: For the Holidays,0,0,0,Go and Watch,Positive,1,30573,7.6,8.3
Generation Iron 2,3,3,0,Go and Watch,Positive,1,2826,6.8,8
LEGO Marvel Super Heroes: Avengers Reassembled!,0,0,0,Go and Watch,Positive,1,2858,6.7,8.5
Shimmer Lake,17,0,7,You Decide,Neutral,2,2703,6.6,7.4
Win It All,57,37,7,You Decide,Neutral,2,2268,7.8,7.5
We're Lalaloopsy,0,0,0,Go and Watch,Positive,1,3832,6.1,7.5
They Are Everywhere,33,47,20,Do not Watch,Negative,0,1622,6.4,5.2
The Fundamentals of Caring,83,10,7,Go and Watch,Positive,1,14109,7.8,7.8
Breaking Bad,13,83,3,Do not Watch,Negative,0,2571,7.5,6.8
A Haunting at Silver Falls: The Return,0,0,0,Go and Watch,Positive,1,1511,7.2,7.9
American Experience: The Island Murder,0,0,0,Go and Watch,Positive,1,7298,7.3,7.4
Barbie: Princess Charm School,93,3,3,Go and Watch,Positive,1,1348,6.9,6.8
Blue Mountain State: The Rise of Thadland,0,0,0,Go and Watch,Positive,1,1281,6.6,7
Chal Mere Bhai,30,10,60,You Decide,Neutral,2,1538,6.5,8.2
Crash,13,73,13,Do not Watch,Negative,0,9968,8,6
Dr. Seuss' The Grinch,33,3,23,Go and Watch,Positive,1,3229,5.8,7.1
Farce,10,70,20,Do not Watch,Negative,0,1806,7.7,5.8
Get Santa,57,20,23,Go and Watch,Positive,1,1539,8.1,5.8
Have You Seen the Listers?,0,0,0,Go and Watch,Positive,1,6455,6.8,6.8
I Am Not Madame Bovary,0,3,0,Do not Watch,Negative,0,5226,7.8,5.8
Jonathan Strange & Mr Norrell,37,60,3,Do not Watch,Negative,0,2651,7.2,6.6
Kung Fu Magoo,0,0,0,Go and Watch,Positive,1,1521,8.7,6.5
Los tiempos de Pablo Escobar,3,30,67,You Decide,Neutral,2,1484,7.9,6.9
Memoir of a Murderer,7,83,10,Do not Watch,Negative,0,1585,7,6.8
My Life My Story,30,10,60,You Decide,Neutral,2,2224,6.6,7.1
OCTB,3,3,93,You Decide,Neutral,2,14782,7.5,7.4
Pick of the Litter,50,17,33,Go and Watch,Positive,1,2348,7.9,7.2
Rebelde,3,17,80,You Decide,Neutral,2,3536,7.2,5.5
Sat Sri Akal,30,0,70,You Decide,Neutral,2,1898,8.7,6.8
Slobby's World,0,0,0,Go and Watch,Positive,1,1685,7.2,7.3
Swiss Army Man,37,13,50,You Decide,Neutral,2,1207,3.9,6.3
The Cell,50,27,23,Go and Watch,Positive,1,34278,6.7,7.6
The Heat: A Kitchen (R)evolution,0,0,0,Go and Watch,Positive,1,2092,6.6,8
The NSU-Complex,0,0,0,Go and Watch,Positive,1,5863,7.8,6.1
The Tuxedo,43,20,37,Go and Watch,Positive,1,26412,7.2,6
Tunisian Victory,100,0,0,Go and Watch,Positive,1,2620,6.6,8.8
Wild Alaska,37,23,40,You Decide,Neutral,2,2675,5.8,6.8
Jailbirds New Orleans,0,0,13,You Decide,Neutral,2,13757,8.1,6
Sankofa,60,10,30,Go and Watch,Positive,1,2548,7.3,8.9
The Starling,47,10,43,Go and Watch,Positive,1,2043,8.5,7.7
Minsara Kanavu,10,0,30,You Decide,Neutral,2,4097,5.8,5.8
Birth of the Dragon,43,37,20,Go and Watch,Positive,1,1804,8.3,6.1
Safe House,73,13,13,Go and Watch,Positive,1,1160,6.3,8.7
King of Boys,30,27,43,You Decide,Neutral,2,1766,6.8,7
Little Singham - Black Shadow,0,0,0,Go and Watch,Positive,1,1448,5.8,8
Tughlaq Durbar (Telugu),0,0,0,Go and Watch,Positive,1,30480,6.8,6.3
Tayo the Little Bus,13,7,27,Do not Watch,Negative,0,14424,8.5,8.5
Dive Club,50,10,40,Go and Watch,Positive,1,9617,8.6,8.4
Money Heist: From Tokyo to Berlin,0,0,3,You Decide,Neutral,2,130296,8.2,7.8
Chappie,43,27,30,Go and Watch,Positive,1,18351,6.5,7.5
Cold Mountain,57,17,27,Go and Watch,Positive,1,23125,8,8.4
Freedom Writers,73,13,13,Go and Watch,Positive,1,35753,6.6,8.5
Kuroko's Basketball,23,23,53,You Decide,Neutral,2,28452,6.3,8.7
Marshall,43,13,43,Go and Watch,Positive,1,32695,7.2,7.9
Oldsters,23,33,43,You Decide,Neutral,2,6551,8.1,7.5
The Blue Lagoon,37,13,50,You Decide,Neutral,2,17939,6.8,8.2
Baggio: The Divine Ponytail,30,15,15,Go and Watch,Positive,1,45460,7.3,6.3
Gatao - The Last Stray,20,15,15,Go and Watch,Positive,1,9084,7.5,8.5
High on the Hog: How African American Cuisine Transformed America,20,15,3,You Decide,Neutral,2,2582,7.2,8.4
JoJo's Bizarre Adventure,20,33,47,You Decide,Neutral,2,23811,7.7,7.8
Nail Bomber: Manhunt,20,15,7,You Decide,Neutral,2,13775,7,7.5
A Place in the Stars,70,17,13,Go and Watch,Positive,1,88631,8.7,8.4
Home,40,20,40,Go and Watch,Positive,1,1972,5.7,8.5
Mad for Each Other,23,73,3,Do not Watch,Negative,0,7821,7.7,8.7
Master of None,30,20,50,You Decide,Neutral,2,1102,7.4,7.9
Sam Smith: Love Goes - Live at Abbey Road Studios,10,15,15,Go and Watch,Positive,1,1082,5.6,7.5
99 Songs,70,10,20,Go and Watch,Positive,1,1835,7.4,8.2
99 Songs (Tamil),3,3,15,Go and Watch,Positive,1,15700,6.1,8.9
99 Songs (Telugu),3,15,15,Go and Watch,Positive,1,4524,7.4,6.3
Army of the Dead,13,73,13,Do not Watch,Negative,0,7648,8.1,4.9
Creating an Army of the Dead,20,15,15,Go and Watch,Positive,1,1037,7.8,7.5
Jurassic World Camp Cretaceous,17,17,67,You Decide,Neutral,2,83392,8.4,6.1
Strain,50,37,13,Go and Watch,Positive,1,2262,6.8,6.5
The Neighbor,27,40,33,Do not Watch,Negative,0,1674,7.8,7.8
678,3,7,90,You Decide,Neutral,2,2091,6.8,6.7
Asmaa,20,15,100,You Decide,Neutral,2,1929,5.7,8
Hating Peter Tatchell,20,20,15,Do not Watch,Negative,0,1368,6.6,7.7
Little Singham Future mein Satakli,20,15,15,Go and Watch,Positive,1,1040,7.1,5.6
Special,53,7,40,Do not Watch,Negative,0,5426,7.3,8.1
Spy Kids: All the Time in the World,3,15,10,Go and Watch,Positive,1,1239,7.1,7.7
Taxi No. 9211,3,17,15,Go and Watch,Positive,1,1310,7.4,7.7
Sabotage,23,60,17,Do not Watch,Negative,0,1200,5.3,8.3
Small Town Crime,23,57,20,Do not Watch,Negative,0,10954,8.6,6.8
The Last Days,40,20,40,Go and Watch,Positive,1,1646,7.9,6.6
The Magic School Bus,33,20,47,You Decide,Neutral,2,2694,7.2,7.2
Who Killed Sara?,7,93,15,Do not Watch,Negative,0,3695,6.4,8.3
Amy Tan: Unintended Memoir,3,15,15,Go and Watch,Positive,1,1324,7.8,7.3
Sardar Ka Grandson,20,15,15,Go and Watch,Positive,1,3994,3.7,7.7
Sleight,53,27,20,Go and Watch,Positive,1,1203,7.6,8.9
Ahaan,33,17,50,You Decide,Neutral,2,1871,4.2,6.7
Booba: Food Puzzle,20,15,15,Go and Watch,Positive,1,1514,8.8,6.6
Love or Money,73,20,7,Go and Watch,Positive,1,68206,8.7,7.9
Alma Matters,80,3,13,Go and Watch,Positive,1,2692,6.9,6.9
Cinema Bandi,17,3,50,You Decide,Neutral,2,330574,8.7,7.9
Ferry,23,10,67,You Decide,Neutral,2,1040,7.4,7
Halston,17,15,83,You Decide,Neutral,2,1200,7.9,7.7
Haunted,20,57,23,Do not Watch,Negative,0,2366,7.9,6.6
I Am All Girls,67,27,7,You Decide,Neutral,2,1071,6,6.9
Jungle Beat: The Movie,3,15,15,Go and Watch,Positive,1,3500,8.7,6.7
"Love, Death & Robots",70,23,7,Go and Watch,Positive,1,5957,7.5,7.5
Move to Heaven,80,10,10,Go and Watch,Positive,1,1116,8.4,5.9
Table Manners,70,20,10,Go and Watch,Positive,1,1133,7.6,6.5
The Mystic River,33,20,47,You Decide,Neutral,2,3104,7.4,7.8
The Strange House,20,63,17,Do not Watch,Negative,0,1295,6.5,7.1
The Upshaws - The Afterparty,20,15,15,Go and Watch,Positive,1,2505,9,7.3
The Woman in the Window,17,23,60,You Decide,Neutral,2,6506,2.6,7
Castlevania,37,23,40,You Decide,Neutral,2,3892,6.2,8.1
Layer Cake,60,7,33,Do not Watch,Negative,0,3015,8.7,7.7
Tottaa Pataaka Item Maal,20,15,15,Go and Watch,Positive,1,1697,6.6,8
Wave of Cinema: Filosofi Kopi,20,15,15,Go and Watch,Positive,1,1121,6.5,8.6
Dance of the Forty One,20,15,3,You Decide,Neutral,2,1181,7.5,7.9
Oxygen,47,10,43,Go and Watch,Positive,1,1635,7.4,7.6
The Upshaws,70,10,20,Go and Watch,Positive,1,1342,5.9,7.4
Use For My Talent,67,7,27,Do not Watch,Negative,0,1147,7.1,6.9
Dear Affy,13,15,15,Go and Watch,Positive,1,16253,7.5,8.1
Illegal Woman,7,63,30,Go and Watch,Positive,1,1165,5,7.2
